date,restaurant_id,restaurant_name,sales,orders,region,avg_order_value,ads_enabled,rating,delivery_time
2023-01-29,4,Denpasar Local,2153698,33,Denpasar,65263.57575757576,True,4.0,30
2023-01-29,5,Sanur Beach Resto,3227744,55,Sanur,58686.25454545455,True,4.0,30
2023-01-29,6,Nusa Dua Fine Dining,6611351,142,Seminyak,46558.80985915493,True,4.0,30
2023-01-29,7,Jimbaran Seafood,4676633,99,Canggu,47238.71717171717,True,4.0,30
2023-01-29,8,Kuta Night Market,2216219,36,Denpasar,61561.63888888889,True,4.0,30
2023-01-30,1,Warung Bali Asli,3047415,49,Seminyak,62192.142857142855,True,4.0,30
2023-01-30,2,Ubud Organic Cafe,3438173,73,Ubud,47098.260273972606,True,4.0,30
2023-01-30,3,Canggu Surf Cafe,3495965,73,Canggu,47889.931506849316,True,4.0,30
2023-01-30,4,Denpasar Local,1684207,31,Denpasar,54329.25806451613,True,4.0,30
2023-01-30,5,Sanur Beach Resto,2391087,52,Sanur,45982.442307692305,True,4.0,30
2023-01-30,6,Nusa Dua Fine Dining,3088677,48,Seminyak,64347.4375,True,4.0,30
2023-01-30,7,Jimbaran Seafood,2716562,46,Canggu,59055.69565217391,True,4.0,30
2023-01-30,8,Kuta Night Market,2069834,31,Denpasar,66768.83870967742,True,4.0,30
2023-01-31,1,Warung Bali Asli,3427192,53,Seminyak,64664.0,True,4.0,30
2023-01-31,2,Ubud Organic Cafe,1744603,33,Ubud,52866.757575757576,True,4.0,30
2023-01-31,3,Canggu Surf Cafe,3336109,64,Canggu,52126.703125,True,4.0,30
2023-01-31,4,Denpasar Local,2363908,45,Denpasar,52531.28888888889,True,4.0,30
2023-01-31,5,Sanur Beach Resto,2363530,42,Sanur,56274.52380952381,True,4.0,30
2023-01-31,6,Nusa Dua Fine Dining,3973671,62,Seminyak,64091.467741935485,True,4.0,30
2023-01-31,7,Jimbaran Seafood,3169737,50,Canggu,63394.74,True,4.0,30
2023-01-31,8,Kuta Night Market,1546877,34,Denpasar,45496.382352941175,True,4.0,30
2023-02-01,1,Warung Bali Asli,4864314,84,Seminyak,57908.5,True,4.0,30
2023-02-01,2,Ubud Organic Cafe,2911654,51,Ubud,57091.25490196078,True,4.0,30
2023-02-01,3,Canggu Surf Cafe,4161900,74,Canggu,56241.89189189189,True,4.0,30
2023-02-01,4,Denpasar Local,2009864,37,Denpasar,54320.64864864865,True,4.0,30
2023-02-01,5,Sanur Beach Resto,3825390,60,Sanur,63756.5,True,4.0,30
2023-02-01,6,Nusa Dua Fine Dining,4975450,80,Seminyak,62193.125,True,4.0,30
2023-02-01,7,Jimbaran Seafood,5014468,92,Canggu,54505.086956521736,True,4.0,30
2023-02-01,8,Kuta Night Market,2730377,47,Denpasar,58093.12765957447,True,4.0,30
2023-02-02,1,Warung Bali Asli,3155617,49,Seminyak,64400.34693877551,True,4.0,30
2023-02-02,2,Ubud Organic Cafe,3261959,53,Ubud,61546.3962264151,True,4.0,30
2023-02-02,3,Canggu Surf Cafe,2865620,48,Canggu,59700.416666666664,True,4.0,30
2023-02-02,4,Denpasar Local,3319878,62,Denpasar,53546.41935483871,True,4.0,30
2023-02-02,5,Sanur Beach Resto,2659516,56,Sanur,47491.357142857145,True,4.0,30
2023-02-02,6,Nusa Dua Fine Dining,5587051,89,Seminyak,62775.85393258427,True,4.0,30
2023-02-02,7,Jimbaran Seafood,4353867,82,Canggu,53095.939024390245,True,4.0,30
2023-02-02,8,Kuta Night Market,2616405,42,Denpasar,62295.357142857145,True,4.0,30
2023-02-03,1,Warung Bali Asli,5868499,120,Seminyak,48904.15833333333,True,4.0,30
2023-02-03,2,Ubud Organic Cafe,5154540,106,Ubud,48627.735849056604,True,4.0,30
2023-02-03,3,Canggu Surf Cafe,5392507,103,Canggu,52354.436893203885,True,4.0,30
2023-02-03,4,Denpasar Local,2873783,58,Denpasar,49547.98275862069,True,4.0,30
2023-02-03,5,Sanur Beach Resto,3449386,69,Sanur,49991.10144927536,True,4.0,30
2023-02-03,6,Nusa Dua Fine Dining,5730857,98,Seminyak,58478.13265306123,True,4.0,30
2023-02-03,7,Jimbaran Seafood,4311440,79,Canggu,54575.18987341772,True,4.0,30
2023-02-03,8,Kuta Night Market,2334270,48,Denpasar,48630.625,True,4.0,30
2023-02-04,1,Warung Bali Asli,4557460,92,Seminyak,49537.608695652176,True,4.0,30
2023-02-04,2,Ubud Organic Cafe,2864597,59,Ubud,48552.49152542373,True,4.0,30
2023-02-04,3,Canggu Surf Cafe,4383462,84,Canggu,52184.07142857143,True,4.0,30
2023-02-04,4,Denpasar Local,3538209,56,Denpasar,63182.30357142857,True,4.0,30
2023-02-04,5,Sanur Beach Resto,2673564,41,Sanur,65208.87804878049,True,4.0,30
2023-02-04,6,Nusa Dua Fine Dining,6404047,99,Seminyak,64687.343434343435,True,4.0,30
2023-02-04,7,Jimbaran Seafood,5976020,117,Canggu,51077.094017094016,True,4.0,30
2023-02-04,8,Kuta Night Market,2847941,45,Denpasar,63287.57777777778,True,4.0,30
2023-02-05,1,Warung Bali Asli,4482856,86,Seminyak,52126.232558139534,True,4.0,30
2023-02-05,2,Ubud Organic Cafe,3473781,73,Ubud,47586.04109589041,True,4.0,30
2023-02-05,3,Canggu Surf Cafe,5485107,96,Canggu,57136.53125,True,4.0,30
2023-02-05,4,Denpasar Local,2991204,60,Denpasar,49853.4,True,4.0,30
2023-02-05,5,Sanur Beach Resto,3583172,61,Sanur,58740.524590163935,True,4.0,30
2023-02-05,6,Nusa Dua Fine Dining,5955731,112,Seminyak,53176.169642857145,True,4.0,30
2023-02-05,7,Jimbaran Seafood,4912383,97,Canggu,50643.12371134021,True,4.0,30
2023-02-05,8,Kuta Night Market,3151039,65,Denpasar,48477.52307692308,True,4.0,30
2023-02-06,1,Warung Bali Asli,2906011,54,Seminyak,53815.01851851852,True,4.0,30
2023-02-06,2,Ubud Organic Cafe,1753185,29,Ubud,60454.65517241379,True,4.0,30
2023-02-06,3,Canggu Surf Cafe,2552504,46,Canggu,55489.217391304344,True,4.0,30
2023-02-06,4,Denpasar Local,2629888,57,Denpasar,46138.38596491228,True,4.0,30
2023-02-06,5,Sanur Beach Resto,1774327,38,Sanur,46692.81578947369,True,4.0,30
2023-02-06,6,Nusa Dua Fine Dining,4866162,100,Seminyak,48661.62,True,4.0,30
2023-02-06,7,Jimbaran Seafood,3875520,85,Canggu,45594.35294117647,True,4.0,30
2023-02-06,8,Kuta Night Market,1271774,21,Denpasar,60560.666666666664,True,4.0,30
2023-02-07,1,Warung Bali Asli,3258539,67,Seminyak,48634.91044776119,True,4.0,30
2023-02-07,2,Ubud Organic Cafe,2444886,42,Ubud,58211.57142857143,True,4.0,30
2023-02-07,3,Canggu Surf Cafe,2304891,40,Canggu,57622.275,True,4.0,30
2023-02-07,4,Denpasar Local,1718332,28,Denpasar,61369.0,True,4.0,30
2023-02-07,5,Sanur Beach Resto,1811282,37,Sanur,48953.56756756757,True,4.0,30
2023-02-07,6,Nusa Dua Fine Dining,3186474,64,Seminyak,49788.65625,True,4.0,30
2023-02-07,7,Jimbaran Seafood,3000556,46,Canggu,65229.47826086957,True,4.0,30
2023-02-07,8,Kuta Night Market,1587194,30,Denpasar,52906.46666666667,True,4.0,30
2023-02-08,1,Warung Bali Asli,5322077,98,Seminyak,54306.9081632653,True,4.0,30
2023-02-08,2,Ubud Organic Cafe,3239966,59,Ubud,54914.67796610169,True,4.0,30
2023-02-08,3,Canggu Surf Cafe,3377386,65,Canggu,51959.78461538462,True,4.0,30
2023-02-08,4,Denpasar Local,1935385,42,Denpasar,46080.59523809524,True,4.0,30
2023-02-08,5,Sanur Beach Resto,2251272,45,Sanur,50028.26666666667,True,4.0,30
2023-02-08,6,Nusa Dua Fine Dining,5766706,125,Seminyak,46133.648,True,4.0,30
2023-02-08,7,Jimbaran Seafood,3135081,59,Canggu,53136.96610169492,True,4.0,30
2023-02-08,8,Kuta Night Market,2314556,44,Denpasar,52603.545454545456,True,4.0,30
2023-02-09,1,Warung Bali Asli,3860980,84,Seminyak,45964.04761904762,True,4.0,30
2023-02-09,2,Ubud Organic Cafe,3514095,62,Ubud,56678.95161290323,True,4.0,30
2023-02-09,3,Canggu Surf Cafe,2774066,44,Canggu,63046.954545454544,True,4.0,30
2023-02-09,4,Denpasar Local,2832914,48,Denpasar,59019.041666666664,True,4.0,30
2023-02-09,5,Sanur Beach Resto,2962491,60,Sanur,49374.85,True,4.0,30
2023-02-09,6,Nusa Dua Fine Dining,4107986,80,Seminyak,51349.825,True,4.0,30
2023-02-09,7,Jimbaran Seafood,4351201,95,Canggu,45802.11578947368,True,4.0,30
2023-02-09,8,Kuta Night Market,2068475,36,Denpasar,57457.63888888889,True,4.0,30
2023-02-10,1,Warung Bali Asli,4804236,103,Seminyak,46643.06796116505,True,4.0,30
2023-02-10,2,Ubud Organic Cafe,3143949,58,Ubud,54206.01724137931,True,4.0,30
2023-02-10,3,Canggu Surf Cafe,4191325,80,Canggu,52391.5625,True,4.0,30
2023-02-10,4,Denpasar Local,3995639,70,Denpasar,57080.55714285714,True,4.0,30
2023-02-10,5,Sanur Beach Resto,2510889,41,Sanur,61241.19512195122,True,4.0,30
2023-02-10,6,Nusa Dua Fine Dining,6070242,114,Seminyak,53247.73684210526,True,4.0,30
2023-02-10,7,Jimbaran Seafood,3692973,68,Canggu,54308.42647058824,True,4.0,30
2023-02-10,8,Kuta Night Market,2294352,38,Denpasar,60377.68421052631,True,4.0,30
2023-02-11,1,Warung Bali Asli,3574183,57,Seminyak,62704.9649122807,True,4.0,30
2023-02-11,2,Ubud Organic Cafe,3446062,65,Ubud,53016.338461538464,True,4.0,30
2023-02-11,3,Canggu Surf Cafe,3492762,65,Canggu,53734.8,True,4.0,30
2023-02-11,4,Denpasar Local,2302591,49,Denpasar,46991.65306122449,True,4.0,30
2023-02-11,5,Sanur Beach Resto,2534919,54,Sanur,46942.944444444445,True,4.0,30
2023-02-11,6,Nusa Dua Fine Dining,5586277,115,Seminyak,48576.321739130435,True,4.0,30
2023-02-11,7,Jimbaran Seafood,5450352,89,Canggu,61239.910112359554,True,4.0,30
2023-02-11,8,Kuta Night Market,2771027,46,Denpasar,60239.717391304344,True,4.0,30
2023-02-12,1,Warung Bali Asli,6082689,103,Seminyak,59055.23300970874,True,4.0,30
2023-02-12,2,Ubud Organic Cafe,3578148,55,Ubud,65057.236363636366,True,4.0,30
2023-02-12,3,Canggu Surf Cafe,4780751,88,Canggu,54326.71590909091,True,4.0,30
2023-02-12,4,Denpasar Local,2724736,51,Denpasar,53426.19607843137,True,4.0,30
2023-02-12,5,Sanur Beach Resto,3607713,55,Sanur,65594.78181818181,True,4.0,30
2023-02-12,6,Nusa Dua Fine Dining,5201655,103,Seminyak,50501.50485436893,True,4.0,30
2023-02-12,7,Jimbaran Seafood,4895086,97,Canggu,50464.80412371134,True,4.0,30
2023-02-12,8,Kuta Night Market,2417978,53,Denpasar,45622.22641509434,True,4.0,30
2023-02-13,1,Warung Bali Asli,2463998,40,Seminyak,61599.95,True,4.0,30
2023-02-13,2,Ubud Organic Cafe,3299392,58,Ubud,56886.06896551724,True,4.0,30
2023-02-13,3,Canggu Surf Cafe,2740045,48,Canggu,57084.270833333336,True,4.0,30
2023-02-13,4,Denpasar Local,2083978,32,Denpasar,65124.3125,True,4.0,30
2023-02-13,5,Sanur Beach Resto,2655468,47,Sanur,56499.31914893617,True,4.0,30
2023-02-13,6,Nusa Dua Fine Dining,2934259,54,Seminyak,54338.12962962963,True,4.0,30
2023-02-13,7,Jimbaran Seafood,3240709,54,Canggu,60013.12962962963,True,4.0,30
2023-02-13,8,Kuta Night Market,1443253,31,Denpasar,46556.54838709677,True,4.0,30
2023-02-14,1,Warung Bali Asli,3466405,53,Seminyak,65403.8679245283,True,4.0,30
2023-02-14,2,Ubud Organic Cafe,2296705,44,Ubud,52197.84090909091,True,4.0,30
2023-02-14,3,Canggu Surf Cafe,3069230,59,Canggu,52020.84745762712,True,4.0,30
2023-02-14,4,Denpasar Local,1929518,33,Denpasar,58470.242424242424,True,4.0,30
2023-02-14,5,Sanur Beach Resto,2778484,43,Sanur,64615.90697674418,True,4.0,30
2023-02-14,6,Nusa Dua Fine Dining,3246436,55,Seminyak,59026.10909090909,True,4.0,30
2023-02-14,7,Jimbaran Seafood,3880420,67,Canggu,57916.71641791045,True,4.0,30
2023-02-14,8,Kuta Night Market,2059892,31,Denpasar,66448.12903225806,True,4.0,30
2023-02-15,1,Warung Bali Asli,3135460,50,Seminyak,62709.2,True,4.0,30
2023-02-15,2,Ubud Organic Cafe,3224059,50,Ubud,64481.18,True,4.0,30
2023-02-15,3,Canggu Surf Cafe,3019108,57,Canggu,52966.80701754386,True,4.0,30
2023-02-15,4,Denpasar Local,2963536,47,Denpasar,63053.95744680851,True,4.0,30
2023-02-15,5,Sanur Beach Resto,2535783,45,Sanur,56350.73333333333,True,4.0,30
2023-02-15,6,Nusa Dua Fine Dining,4305170,68,Seminyak,63311.32352941176,True,4.0,30
2023-02-15,7,Jimbaran Seafood,3088324,66,Canggu,46792.78787878788,True,4.0,30
2023-02-15,8,Kuta Night Market,1701749,32,Denpasar,53179.65625,True,4.0,30
2023-02-16,1,Warung Bali Asli,3618942,68,Seminyak,53219.73529411765,True,4.0,30
2023-02-16,2,Ubud Organic Cafe,2917219,52,Ubud,56100.36538461538,True,4.0,30
2023-02-16,3,Canggu Surf Cafe,4012221,63,Canggu,63686.04761904762,True,4.0,30
2023-02-16,4,Denpasar Local,2305497,38,Denpasar,60670.97368421053,True,4.0,30
2023-02-16,5,Sanur Beach Resto,3561867,58,Sanur,61411.5,True,4.0,30
2023-02-16,6,Nusa Dua Fine Dining,5589533,117,Seminyak,47773.78632478633,True,4.0,30
2023-02-16,7,Jimbaran Seafood,3020679,56,Canggu,53940.69642857143,True,4.0,30
2023-02-16,8,Kuta Night Market,2430017,52,Denpasar,46731.096153846156,True,4.0,30
2023-02-17,1,Warung Bali Asli,6306062,100,Seminyak,63060.62,True,4.0,30
2023-02-17,2,Ubud Organic Cafe,3217815,59,Ubud,54539.23728813559,True,4.0,30
2023-02-17,3,Canggu Surf Cafe,3713691,71,Canggu,52305.50704225352,True,4.0,30
2023-02-17,4,Denpasar Local,3926739,64,Denpasar,61355.296875,True,4.0,30
2023-02-17,5,Sanur Beach Resto,3912833,85,Sanur,46033.32941176471,True,4.0,30
2023-02-17,6,Nusa Dua Fine Dining,4834752,82,Seminyak,58960.39024390244,True,4.0,30
2023-02-17,7,Jimbaran Seafood,4701079,90,Canggu,52234.21111111111,True,4.0,30
2023-02-17,8,Kuta Night Market,2705172,45,Denpasar,60114.933333333334,True,4.0,30
2023-02-18,1,Warung Bali Asli,6321165,140,Seminyak,45151.17857142857,True,4.0,30
2023-02-18,2,Ubud Organic Cafe,3558874,66,Ubud,53922.333333333336,True,4.0,30
2023-02-18,3,Canggu Surf Cafe,3921733,67,Canggu,58533.32835820896,True,4.0,30
2023-02-18,4,Denpasar Local,2680658,57,Denpasar,47029.087719298244,True,4.0,30
2023-02-18,5,Sanur Beach Resto,4232486,68,Sanur,62242.44117647059,True,4.0,30
2023-02-18,6,Nusa Dua Fine Dining,5298606,115,Seminyak,46074.8347826087,True,4.0,30
2023-02-18,7,Jimbaran Seafood,5422904,105,Canggu,51646.70476190476,True,4.0,30
2023-02-18,8,Kuta Night Market,2202190,35,Denpasar,62919.71428571428,True,4.0,30
2023-02-19,1,Warung Bali Asli,4369775,81,Seminyak,53947.83950617284,True,4.0,30
2023-02-19,2,Ubud Organic Cafe,3966469,74,Ubud,53600.93243243243,True,4.0,30
2023-02-19,3,Canggu Surf Cafe,4285470,77,Canggu,55655.454545454544,True,4.0,30
2023-02-19,4,Denpasar Local,2418349,43,Denpasar,56240.67441860465,True,4.0,30
2023-02-19,5,Sanur Beach Resto,4449725,72,Sanur,61801.73611111111,True,4.0,30
2023-02-19,6,Nusa Dua Fine Dining,5738923,122,Seminyak,47040.352459016394,True,4.0,30
2023-02-19,7,Jimbaran Seafood,6424071,138,Canggu,46551.239130434784,True,4.0,30
2023-02-19,8,Kuta Night Market,2980003,47,Denpasar,63404.31914893617,True,4.0,30
2023-02-20,1,Warung Bali Asli,3701216,67,Seminyak,55242.02985074627,True,4.0,30
2023-02-20,2,Ubud Organic Cafe,2330200,40,Ubud,58255.0,True,4.0,30
2023-02-20,3,Canggu Surf Cafe,3741130,68,Canggu,55016.617647058825,True,4.0,30
2023-02-20,4,Denpasar Local,1700438,32,Denpasar,53138.6875,True,4.0,30
2023-02-20,5,Sanur Beach Resto,2821699,47,Sanur,60036.14893617021,True,4.0,30
2023-02-20,6,Nusa Dua Fine Dining,3195085,63,Seminyak,50715.63492063492,True,4.0,30
2023-02-20,7,Jimbaran Seafood,3276310,62,Canggu,52843.709677419356,True,4.0,30
2023-02-20,8,Kuta Night Market,1495629,25,Denpasar,59825.16,True,4.0,30
2023-02-21,1,Warung Bali Asli,3263004,63,Seminyak,51793.71428571428,True,4.0,30
2023-02-21,2,Ubud Organic Cafe,2604167,50,Ubud,52083.34,True,4.0,30
2023-02-21,3,Canggu Surf Cafe,3246231,60,Canggu,54103.85,True,4.0,30
2023-02-21,4,Denpasar Local,2052386,45,Denpasar,45608.57777777778,True,4.0,30
2023-02-21,5,Sanur Beach Resto,3142490,51,Sanur,61617.450980392154,True,4.0,30
2023-02-21,6,Nusa Dua Fine Dining,3835350,76,Seminyak,50465.13157894737,True,4.0,30
2023-02-21,7,Jimbaran Seafood,2778309,49,Canggu,56700.183673469386,True,4.0,30
2023-02-21,8,Kuta Night Market,1788936,30,Denpasar,59631.2,True,4.0,30
2023-02-22,1,Warung Bali Asli,3944857,80,Seminyak,49310.7125,True,4.0,30
2023-02-22,2,Ubud Organic Cafe,3502750,77,Ubud,45490.25974025974,True,4.0,30
2023-02-22,3,Canggu Surf Cafe,4762713,83,Canggu,57382.0843373494,True,4.0,30
2023-02-22,4,Denpasar Local,2613344,47,Denpasar,55603.063829787236,True,4.0,30
2023-02-22,5,Sanur Beach Resto,2364112,38,Sanur,62213.47368421053,True,4.0,30
2023-02-22,6,Nusa Dua Fine Dining,4142608,87,Seminyak,47616.183908045976,True,4.0,30
2023-02-22,7,Jimbaran Seafood,4857887,85,Canggu,57151.611764705885,True,4.0,30
2023-02-22,8,Kuta Night Market,2433437,46,Denpasar,52900.80434782609,True,4.0,30
2023-02-23,1,Warung Bali Asli,4138509,75,Seminyak,55180.12,True,4.0,30
2023-02-23,2,Ubud Organic Cafe,2270060,34,Ubud,66766.4705882353,True,4.0,30
2023-02-23,3,Canggu Surf Cafe,3813986,70,Canggu,54485.514285714286,True,4.0,30
2023-02-23,4,Denpasar Local,2050793,37,Denpasar,55426.83783783784,True,4.0,30
2023-02-23,5,Sanur Beach Resto,3872419,83,Sanur,46655.65060240964,True,4.0,30
2023-02-23,6,Nusa Dua Fine Dining,6149738,127,Seminyak,48423.13385826772,True,4.0,30
2023-02-23,7,Jimbaran Seafood,3601097,65,Canggu,55401.49230769231,True,4.0,30
2023-02-23,8,Kuta Night Market,1631829,26,Denpasar,62762.653846153844,True,4.0,30
2023-02-24,1,Warung Bali Asli,3973321,67,Seminyak,59303.298507462685,True,4.0,30
2023-02-24,2,Ubud Organic Cafe,2632458,45,Ubud,58499.066666666666,True,4.0,30
2023-02-24,3,Canggu Surf Cafe,3464099,75,Canggu,46187.986666666664,True,4.0,30
2023-02-24,4,Denpasar Local,2340788,36,Denpasar,65021.88888888889,True,4.0,30
2023-02-24,5,Sanur Beach Resto,4338359,76,Sanur,57083.67105263158,True,4.0,30
2023-02-24,6,Nusa Dua Fine Dining,4041534,67,Seminyak,60321.40298507463,True,4.0,30
2023-02-24,7,Jimbaran Seafood,4679781,83,Canggu,56382.903614457835,True,4.0,30
2023-02-24,8,Kuta Night Market,2084087,35,Denpasar,59545.34285714286,True,4.0,30
2023-02-25,1,Warung Bali Asli,4116037,63,Seminyak,65333.920634920636,True,4.0,30
2023-02-25,2,Ubud Organic Cafe,4637134,93,Ubud,49861.655913978495,True,4.0,30
2023-02-25,3,Canggu Surf Cafe,4239866,81,Canggu,52344.02469135803,True,4.0,30
2023-02-25,4,Denpasar Local,2867083,55,Denpasar,52128.781818181815,True,4.0,30
2023-02-25,5,Sanur Beach Resto,2777048,48,Sanur,57855.166666666664,True,4.0,30
2023-02-25,6,Nusa Dua Fine Dining,4176938,89,Seminyak,46931.88764044944,True,4.0,30
2023-02-25,7,Jimbaran Seafood,3716815,68,Canggu,54659.044117647056,True,4.0,30
2023-02-25,8,Kuta Night Market,2307433,41,Denpasar,56278.85365853659,True,4.0,30
2023-02-26,1,Warung Bali Asli,6244011,118,Seminyak,52915.34745762712,True,4.0,30
2023-02-26,2,Ubud Organic Cafe,2703572,42,Ubud,64370.76190476191,True,4.0,30
2023-02-26,3,Canggu Surf Cafe,5152967,109,Canggu,47274.92660550459,True,4.0,30
2023-02-26,4,Denpasar Local,2082916,38,Denpasar,54813.57894736842,True,4.0,30
2023-02-26,5,Sanur Beach Resto,3359499,54,Sanur,62212.944444444445,True,4.0,30
2023-02-26,6,Nusa Dua Fine Dining,7424054,117,Seminyak,63453.45299145299,True,4.0,30
2023-02-26,7,Jimbaran Seafood,3813017,62,Canggu,61500.27419354839,True,4.0,30
2023-02-26,8,Kuta Night Market,2485500,47,Denpasar,52882.97872340425,True,4.0,30
2023-02-27,1,Warung Bali Asli,2156563,34,Seminyak,63428.32352941176,True,4.0,30
2023-02-27,2,Ubud Organic Cafe,3025531,60,Ubud,50425.51666666667,True,4.0,30
2023-02-27,3,Canggu Surf Cafe,2448745,39,Canggu,62788.333333333336,True,4.0,30
2023-02-27,4,Denpasar Local,1947798,32,Denpasar,60868.6875,True,4.0,30
2023-02-27,5,Sanur Beach Resto,2360986,45,Sanur,52466.35555555556,True,4.0,30
2023-02-27,6,Nusa Dua Fine Dining,4905098,106,Seminyak,46274.50943396227,True,4.0,30
2023-02-27,7,Jimbaran Seafood,4399698,91,Canggu,48348.32967032967,True,4.0,30
2023-02-27,8,Kuta Night Market,1941779,35,Denpasar,55479.4,True,4.0,30
2023-02-28,1,Warung Bali Asli,2962889,45,Seminyak,65841.97777777778,True,4.0,30
2023-02-28,2,Ubud Organic Cafe,2129398,34,Ubud,62629.35294117647,True,4.0,30
2023-02-28,3,Canggu Surf Cafe,2039164,42,Canggu,48551.52380952381,True,4.0,30
2023-02-28,4,Denpasar Local,1705337,37,Denpasar,46090.18918918919,True,4.0,30
2023-02-28,5,Sanur Beach Resto,2162618,38,Sanur,56911.0,True,4.0,30
2023-02-28,6,Nusa Dua Fine Dining,2836892,47,Seminyak,60359.40425531915,True,4.0,30
2023-02-28,7,Jimbaran Seafood,4537246,99,Canggu,45830.767676767675,True,4.0,30
2023-02-28,8,Kuta Night Market,1818846,30,Denpasar,60628.2,True,4.0,30
2023-03-01,1,Warung Bali Asli,3302726,53,Seminyak,62315.58490566038,True,4.0,30
2023-03-01,2,Ubud Organic Cafe,3106952,48,Ubud,64728.166666666664,True,4.0,30
2023-03-01,3,Canggu Surf Cafe,2908375,61,Canggu,47678.27868852459,True,4.0,30
2023-03-01,4,Denpasar Local,1516573,29,Denpasar,52295.620689655174,True,4.0,30
2023-03-01,5,Sanur Beach Resto,2702774,42,Sanur,64351.76190476191,True,4.0,30
2023-03-01,6,Nusa Dua Fine Dining,3436747,75,Seminyak,45823.293333333335,True,4.0,30
2023-03-01,7,Jimbaran Seafood,2526463,42,Canggu,60153.880952380954,True,4.0,30
2023-03-01,8,Kuta Night Market,1056810,19,Denpasar,55621.57894736842,True,4.0,30
2023-03-02,1,Warung Bali Asli,2099366,37,Seminyak,56739.62162162162,True,4.0,30
2023-03-02,2,Ubud Organic Cafe,2314727,42,Ubud,55112.54761904762,True,4.0,30
2023-03-02,3,Canggu Surf Cafe,2340965,47,Canggu,49807.765957446805,True,4.0,30
2023-03-02,4,Denpasar Local,2418595,45,Denpasar,53746.555555555555,True,4.0,30
2023-03-02,5,Sanur Beach Resto,1832995,39,Sanur,46999.8717948718,True,4.0,30
2023-03-02,6,Nusa Dua Fine Dining,2668580,50,Seminyak,53371.6,True,4.0,30
2023-03-02,7,Jimbaran Seafood,4083823,68,Canggu,60056.220588235294,True,4.0,30
2023-03-02,8,Kuta Night Market,1512755,25,Denpasar,60510.2,True,4.0,30
2023-03-03,1,Warung Bali Asli,4066074,74,Seminyak,54946.94594594595,True,4.0,30
2023-03-03,2,Ubud Organic Cafe,3513805,55,Ubud,63887.36363636364,True,4.0,30
2023-03-03,3,Canggu Surf Cafe,2338331,36,Canggu,64953.63888888889,True,4.0,30
2023-03-03,4,Denpasar Local,1703450,37,Denpasar,46039.18918918919,True,4.0,30
2023-03-03,5,Sanur Beach Resto,1870009,36,Sanur,51944.694444444445,True,4.0,30
2023-03-03,6,Nusa Dua Fine Dining,3346276,53,Seminyak,63137.28301886792,True,4.0,30
2023-03-03,7,Jimbaran Seafood,3686328,68,Canggu,54210.705882352944,True,4.0,30
2023-03-03,8,Kuta Night Market,1783987,27,Denpasar,66073.5925925926,True,4.0,30
2023-03-04,1,Warung Bali Asli,3910552,62,Seminyak,63073.41935483871,True,4.0,30
2023-03-04,2,Ubud Organic Cafe,1897093,32,Ubud,59284.15625,True,4.0,30
2023-03-04,3,Canggu Surf Cafe,3657772,60,Canggu,60962.86666666667,True,4.0,30
2023-03-04,4,Denpasar Local,2322541,41,Denpasar,56647.34146341463,True,4.0,30
2023-03-04,5,Sanur Beach Resto,3435404,70,Sanur,49077.2,True,4.0,30
2023-03-04,6,Nusa Dua Fine Dining,5118311,97,Seminyak,52766.092783505155,True,4.0,30
2023-03-04,7,Jimbaran Seafood,2554823,49,Canggu,52139.244897959186,True,4.0,30
2023-03-04,8,Kuta Night Market,2145567,42,Denpasar,51084.92857142857,True,4.0,30
2023-03-05,1,Warung Bali Asli,4253385,79,Seminyak,53840.3164556962,True,4.0,30
2023-03-05,2,Ubud Organic Cafe,2652096,52,Ubud,51001.846153846156,True,4.0,30
2023-03-05,3,Canggu Surf Cafe,2702657,52,Canggu,51974.17307692308,True,4.0,30
2023-03-05,4,Denpasar Local,1768955,30,Denpasar,58965.166666666664,True,4.0,30
2023-03-05,5,Sanur Beach Resto,3397164,59,Sanur,57579.05084745763,True,4.0,30
2023-03-05,6,Nusa Dua Fine Dining,3158948,63,Seminyak,50142.031746031746,True,4.0,30
2023-03-05,7,Jimbaran Seafood,4387051,83,Canggu,52856.03614457831,True,4.0,30
2023-03-05,8,Kuta Night Market,1761777,34,Denpasar,51816.970588235294,True,4.0,30
2023-03-06,1,Warung Bali Asli,2209315,40,Seminyak,55232.875,True,4.0,30
2023-03-06,2,Ubud Organic Cafe,1842820,32,Ubud,57588.125,True,4.0,30
2023-03-06,3,Canggu Surf Cafe,2724024,57,Canggu,47789.89473684211,True,4.0,30
2023-03-06,4,Denpasar Local,1304834,22,Denpasar,59310.63636363636,True,4.0,30
2023-03-06,5,Sanur Beach Resto,2032224,41,Sanur,49566.439024390245,True,4.0,30
2023-03-06,6,Nusa Dua Fine Dining,3373823,54,Seminyak,62478.2037037037,True,4.0,30
2023-03-06,7,Jimbaran Seafood,2966758,53,Canggu,55976.56603773585,True,4.0,30
2023-03-06,8,Kuta Night Market,1186965,21,Denpasar,56522.142857142855,True,4.0,30
2023-03-07,1,Warung Bali Asli,3123721,48,Seminyak,65077.520833333336,True,4.0,30
2023-03-07,2,Ubud Organic Cafe,1664233,33,Ubud,50431.30303030303,True,4.0,30
2023-03-07,3,Canggu Surf Cafe,1987579,39,Canggu,50963.5641025641,True,4.0,30
2023-03-07,4,Denpasar Local,1818488,28,Denpasar,64946.0,True,4.0,30
