restaurant_id,date,total_sales,total_orders,ads_spend,ads_enabled,avg_rating,cancellation_rate,avg_preparation_time,avg_order_value,delivery_time
8,2022-06-08,1050196,23,121191,True,4.2,0.153,38,45661,43
1,2022-06-09,2408869,57,0,False,3.5,0.148,34,42261,42
2,2022-06-09,2548576,57,0,False,3.4,0.068,25,44712,39
3,2022-06-09,3449360,77,34669,True,4.6,0.14,33,44797,49
4,2022-06-09,1473726,33,118617,True,4.2,0.161,37,44658,41
5,2022-06-09,1457754,27,103331,True,4.6,0.071,20,53991,46
6,2022-06-09,3457433,77,51641,True,3.9,0.087,25,44902,27
7,2022-06-09,4080959,81,0,False,3.7,0.105,28,50382,32
8,2022-06-09,1314343,26,130977,True,4.2,0.041,23,50552,33
1,2022-06-10,2358909,46,96406,True,4.2,0.171,20,51281,42
2,2022-06-10,3106254,52,106454,True,3.5,0.156,32,59736,42
3,2022-06-10,3053812,60,92120,True,3.8,0.112,32,50897,36
4,2022-06-10,2396871,45,110455,True,3.7,0.106,29,53264,44
5,2022-06-10,2064272,43,0,False,3.8,0.18,19,48006,34
6,2022-06-10,3235059,65,0,False,3.9,0.125,39,49770,25
7,2022-06-10,2510660,55,69131,True,3.7,0.141,21,45648,39
8,2022-06-10,1643326,30,116834,True,4.1,0.174,36,54778,36
1,2022-06-11,2734056,47,138014,True,3.4,0.095,38,58171,46
2,2022-06-11,2105953,46,48660,True,4.2,0.163,39,45782,33
3,2022-06-11,2793306,52,43448,True,4.2,0.064,36,53717,43
4,2022-06-11,2746679,48,0,False,4.4,0.044,22,57222,37
5,2022-06-11,2548079,55,0,False,4.4,0.134,18,46329,30
6,2022-06-11,3215085,75,140689,True,4.8,0.056,30,42868,47
7,2022-06-11,3625749,74,0,False,4.6,0.081,31,48997,44
8,2022-06-11,1632663,40,0,False,3.7,0.179,23,40817,37
1,2022-06-12,4449024,76,0,False,4.4,0.07,35,58540,43
2,2022-06-12,3185951,57,0,False,4.1,0.065,24,55894,27
3,2022-06-12,3791495,77,0,False,3.6,0.063,22,49240,34
4,2022-06-12,1642429,36,0,False,4.6,0.149,34,45623,37
5,2022-06-12,2357421,51,0,False,4.6,0.075,24,46224,31
6,2022-06-12,5369898,126,107956,True,4.4,0.09,25,42618,30
7,2022-06-12,3416417,68,149301,True,4.7,0.127,20,50241,48
8,2022-06-12,2308280,43,0,False,4.3,0.167,26,53681,45
1,2022-06-13,2265414,46,0,False,3.4,0.039,27,49248,43
2,2022-06-13,1761443,29,0,False,4.2,0.095,18,60739,31
3,2022-06-13,2636388,64,0,False,4.5,0.043,38,41194,34
4,2022-06-13,1164447,23,0,False,3.6,0.07,39,50628,30
5,2022-06-13,1612124,33,50172,True,4.8,0.071,26,48852,40
6,2022-06-13,3441511,81,97613,True,4.2,0.168,33,42488,39
7,2022-06-13,2954110,57,0,False,4.1,0.162,36,51826,36
8,2022-06-13,850126,19,145088,True,4.1,0.159,27,44743,35
1,2022-06-14,1578585,27,0,False,4.0,0.047,28,58466,34
2,2022-06-14,1251711,25,117173,True,3.6,0.118,25,50068,30
3,2022-06-14,1556097,28,145405,True,4.6,0.113,18,55575,42
4,2022-06-14,972060,16,0,False,3.4,0.165,24,60754,27
5,2022-06-14,2114541,39,87569,True,3.5,0.081,28,54219,43
6,2022-06-14,2616166,49,0,False,4.5,0.051,38,53391,46
7,2022-06-14,1741949,35,115842,True,3.7,0.149,25,49770,43
8,2022-06-14,1243750,24,0,False,4.6,0.124,20,51823,31
1,2022-06-15,3629347,71,136180,True,4.3,0.037,29,51118,41
2,2022-06-15,1940117,40,0,False,4.3,0.06,19,48503,28
3,2022-06-15,2355606,51,131735,True,3.8,0.043,19,46188,35
4,2022-06-15,2093289,42,55791,True,4.1,0.05,23,49840,46
5,2022-06-15,2289089,40,50052,True,4.0,0.049,34,57227,40
6,2022-06-15,4089689,76,149313,True,4.4,0.126,27,53812,32
7,2022-06-15,2745103,55,0,False,4.6,0.16,23,49911,31
8,2022-06-15,1483018,33,0,False,3.9,0.18,37,44940,26
1,2022-06-16,2819266,69,119683,True,3.5,0.174,28,40859,31
2,2022-06-16,2574160,50,99624,True,4.1,0.126,34,51483,48
3,2022-06-16,2478351,43,137133,True,3.4,0.096,29,57636,42
4,2022-06-16,2165017,37,113110,True,3.9,0.042,39,58514,32
5,2022-06-16,1459368,33,90732,True,4.0,0.119,23,44223,35
6,2022-06-16,3218222,54,123836,True,3.9,0.07,31,59597,45
7,2022-06-16,3499815,59,59474,True,4.7,0.113,20,59319,42
8,2022-06-16,1781900,40,57185,True,3.7,0.048,38,44548,27
1,2022-06-17,3663050,72,142570,True,3.5,0.043,24,50876,42
2,2022-06-17,2932235,68,62675,True,4.7,0.161,28,43121,46
3,2022-06-17,4101213,84,122179,True,4.4,0.096,30,48824,33
4,2022-06-17,2692324,60,82069,True,3.6,0.039,22,44872,30
5,2022-06-17,2474030,51,112115,True,3.6,0.073,28,48510,25
6,2022-06-17,4354370,88,0,False,4.1,0.076,27,49481,33
7,2022-06-17,3756156,75,134644,True,4.2,0.149,39,50082,33
8,2022-06-17,2259685,51,116862,True,3.6,0.158,22,44308,35
1,2022-06-18,2340849,48,103653,True,3.9,0.146,30,48768,44
2,2022-06-18,3329846,79,0,False,4.1,0.146,36,42150,47
3,2022-06-18,4098058,84,97798,True,3.7,0.138,18,48786,34
4,2022-06-18,2839503,51,0,False,4.1,0.169,27,55677,36
5,2022-06-18,3367506,64,69707,True,4.1,0.096,19,52617,38
6,2022-06-18,5427290,127,0,False,4.7,0.086,33,42735,31
7,2022-06-18,3073150,64,146290,True,4.6,0.143,38,48018,38
8,2022-06-18,1685621,31,0,False,4.4,0.155,34,54375,31
1,2022-06-19,2876073,68,0,False,4.4,0.077,27,42295,46
2,2022-06-19,2830467,52,0,False,4.8,0.132,39,54432,40
3,2022-06-19,4134843,87,0,False,4.2,0.112,30,47527,27
4,2022-06-19,1532880,31,0,False,3.8,0.055,28,49448,41
5,2022-06-19,2965965,62,38919,True,3.4,0.158,32,47838,39
6,2022-06-19,3677473,61,0,False,4.3,0.121,35,60286,28
7,2022-06-19,3384948,60,133478,True,3.6,0.173,18,56416,27
8,2022-06-19,1671150,40,0,False,4.0,0.169,26,41779,27
1,2022-06-20,2731012,49,76696,True,4.6,0.067,29,55735,27
2,2022-06-20,1890081,45,138021,True,4.4,0.146,27,42002,25
3,2022-06-20,1897348,41,129507,True,3.7,0.112,23,46277,42
4,2022-06-20,1902481,34,39704,True,4.5,0.035,28,55955,30
5,2022-06-20,1706600,37,139200,True,4.7,0.138,29,46124,28
6,2022-06-20,2603861,54,51785,True,4.2,0.1,35,48220,47
7,2022-06-20,3235239,58,130810,True,4.6,0.132,32,55780,32
8,2022-06-20,1187272,28,0,False,4.1,0.177,18,42403,37
1,2022-06-21,2282763,41,0,False,4.2,0.124,25,55677,32
2,2022-06-21,2267939,41,37854,True,3.6,0.039,34,55316,47
3,2022-06-21,1889635,42,0,False,4.0,0.067,37,44991,25
4,2022-06-21,1070385,23,86178,True,3.7,0.167,19,46538,34
5,2022-06-21,1281401,22,111023,True,4.1,0.175,21,58245,38
6,2022-06-21,3019826,61,107196,True,4.6,0.168,23,49505,31
7,2022-06-21,2350587,43,0,False,4.8,0.062,35,54665,31
8,2022-06-21,1521241,36,0,False,3.5,0.088,21,42257,26
1,2022-06-22,2406959,51,122642,True,4.3,0.109,33,47195,38
2,2022-06-22,1700350,30,69009,True,4.8,0.137,33,56678,47
3,2022-06-22,3025524,68,0,False,4.5,0.082,31,44493,46
4,2022-06-22,2380373,43,144593,True,4.7,0.18,30,55358,31
5,2022-06-22,2622373,60,140454,True,4.4,0.108,27,43706,33
6,2022-06-22,3346608,56,124497,True,4.3,0.163,35,59761,40
7,2022-06-22,2193280,38,107340,True,4.6,0.15,23,57718,34
8,2022-06-22,1244184,26,129480,True,3.9,0.043,25,47853,27
1,2022-06-23,2431950,54,0,False,3.7,0.068,20,45036,36
2,2022-06-23,1970822,40,0,False,4.3,0.108,37,49271,29
3,2022-06-23,2618530,49,0,False,4.5,0.151,38,53439,44
4,2022-06-23,1868899,45,54781,True,3.7,0.108,26,41531,38
5,2022-06-23,1750876,33,44232,True,3.7,0.058,26,53057,41
6,2022-06-23,3035189,59,63439,True,3.6,0.116,28,51444,29
7,2022-06-23,3537912,61,0,False,4.4,0.079,26,57999,48
8,2022-06-23,1955001,34,0,False,4.2,0.075,38,57500,46
1,2022-06-24,3195387,55,0,False,4.4,0.131,34,58098,28
2,2022-06-24,2970795,70,54360,True,4.1,0.087,33,42440,29
3,2022-06-24,3509720,67,135695,True,4.8,0.116,27,52384,46
4,2022-06-24,1543062,33,74641,True,4.1,0.09,26,46759,41
5,2022-06-24,3012114,73,0,False,4.7,0.13,33,41262,29
6,2022-06-24,5295991,131,0,False,4.8,0.088,32,40427,42
7,2022-06-24,2698348,65,36230,True,3.6,0.102,39,41513,38
8,2022-06-24,1471257,26,82827,True,4.8,0.152,23,56587,27
1,2022-06-25,2383549,40,0,False,3.5,0.15,35,59589,44
2,2022-06-25,2356284,49,0,False,4.3,0.159,20,48087,39
3,2022-06-25,2191526,36,0,False,4.3,0.124,27,60876,27
4,2022-06-25,1683948,33,0,False,3.7,0.15,36,51029,43
5,2022-06-25,2390719,55,120296,True,3.6,0.085,27,43468,34
6,2022-06-25,5424658,97,103128,True,3.7,0.083,22,55924,47
7,2022-06-25,3375914,65,135768,True,4.1,0.035,22,51937,28
8,2022-06-25,1920350,36,0,False,4.4,0.151,26,53343,40
1,2022-06-26,3929204,86,90391,True,4.0,0.152,29,45688,34
2,2022-06-26,2944782,65,0,False,4.5,0.12,29,45304,34
3,2022-06-26,2301975,43,61201,True,3.9,0.122,36,53534,28
4,2022-06-26,2780455,59,130844,True,3.6,0.06,21,47126,31
5,2022-06-26,3360763,73,0,False,4.5,0.06,21,46038,33
6,2022-06-26,4624779,81,0,False,3.8,0.068,26,57096,45
7,2022-06-26,3771140,63,125050,True,4.3,0.035,33,59859,36
8,2022-06-26,2241547,43,86084,True,3.6,0.059,37,52129,36
1,2022-06-27,2078379,45,75737,True,4.0,0.115,19,46186,48
2,2022-06-27,1935600,35,0,False,3.8,0.168,19,55303,44
3,2022-06-27,1935399,36,0,False,3.6,0.091,35,53761,45
4,2022-06-27,1033473,19,129151,True,3.6,0.096,30,54393,34
5,2022-06-27,1196287,20,54083,True,4.1,0.156,25,59814,29
6,2022-06-27,1869012,31,68372,True,4.0,0.154,36,60291,45
7,2022-06-27,2525299,46,0,False,4.5,0.178,23,54898,37
8,2022-06-27,1349964,24,61503,True,4.3,0.074,18,56249,29
1,2022-06-28,2469601,59,104063,True,3.5,0.111,34,41858,38
2,2022-06-28,1273088,23,132939,True,3.8,0.101,18,55352,30
3,2022-06-28,1866964,35,90127,True,4.0,0.07,18,53342,44
4,2022-06-28,1724887,34,101462,True,4.1,0.062,26,50732,43
5,2022-06-28,1172764,26,120706,True,3.9,0.105,26,45106,46
6,2022-06-28,2137320,49,147419,True,3.7,0.161,20,43619,34
7,2022-06-28,2926084,68,75930,True,3.4,0.143,36,43031,33
8,2022-06-28,844006,17,0,False,3.9,0.096,37,49647,45
1,2022-06-29,2610464,58,62814,True,3.5,0.119,19,45008,39
2,2022-06-29,2967592,68,105751,True,3.6,0.105,26,43641,28
3,2022-06-29,2167548,40,0,False,3.4,0.175,39,54189,49
4,2022-06-29,1762119,33,110906,True,3.9,0.142,24,53398,39
5,2022-06-29,1787877,32,141859,True,4.2,0.137,18,55871,25
6,2022-06-29,2444576,56,0,False,3.7,0.154,35,43653,44
7,2022-06-29,3976757,94,0,False,4.4,0.118,38,42306,49
8,2022-06-29,1064382,18,0,False,4.0,0.091,31,59132,39
1,2022-06-30,3172882,58,145789,True,3.7,0.141,32,54705,40
2,2022-06-30,1619874,31,144625,True,4.4,0.041,22,52254,44
3,2022-06-30,2810320,66,63047,True,3.8,0.149,31,42581,49
4,2022-06-30,1443567,29,0,False,3.5,0.075,26,49778,46
5,2022-06-30,1550113,37,72289,True,4.2,0.16,27,41895,40
6,2022-06-30,2920714,50,0,False,4.2,0.102,22,58414,25
7,2022-06-30,2895785,63,106519,True,4.5,0.097,38,45965,26
8,2022-06-30,1699191,34,0,False,3.6,0.09,33,49976,44
1,2022-07-01,3867536,67,73182,True,4.5,0.14,28,57724,31
2,2022-07-01,2331482,41,133768,True,4.3,0.177,31,56865,48
3,2022-07-01,3669323,85,0,False,4.5,0.038,33,43169,48
4,2022-07-01,2716903,62,0,False,4.4,0.122,28,43821,34
5,2022-07-01,3032633,71,0,False,3.8,0.076,39,42713,26
6,2022-07-01,2952399,66,56741,True,4.5,0.112,19,44733,36
7,2022-07-01,4174240,77,138224,True,3.8,0.095,36,54211,41
8,2022-07-01,2277729,50,64850,True,3.5,0.12,24,45555,30
1,2022-07-02,2399775,45,116750,True,4.0,0.06,18,53328,34
2,2022-07-02,3562495,76,100519,True,4.5,0.045,37,46875,28
3,2022-07-02,4061533,67,142134,True,3.9,0.076,18,60620,39
4,2022-07-02,2670003,46,45321,True,4.7,0.177,33,58044,34
5,2022-07-02,3058592,56,148150,True,3.5,0.096,31,54618,39
6,2022-07-02,5091527,125,123695,True,4.3,0.13,25,40732,42
7,2022-07-02,4076704,83,0,False,4.3,0.056,31,49117,39
8,2022-07-02,2149012,37,0,False,4.7,0.055,25,58081,27
1,2022-07-03,3878197,70,57041,True,4.7,0.163,32,55403,28
2,2022-07-03,2637631,64,0,False,3.4,0.081,32,41213,42
3,2022-07-03,3770915,80,0,False,4.3,0.128,35,47136,29
4,2022-07-03,2008101,35,0,False,4.1,0.139,28,57374,46
5,2022-07-03,1733366,41,74007,True,3.7,0.056,30,42277,48
6,2022-07-03,3738282,78,111732,True,4.0,0.112,37,47927,32
7,2022-07-03,3262897,72,0,False,3.6,0.137,25,45318,48
8,2022-07-03,1519924,29,58443,True,4.3,0.127,29,52411,43
1,2022-07-04,2361688,57,0,False,4.0,0.076,30,41433,33
2,2022-07-04,1532127,28,0,False,3.8,0.149,34,54719,47
3,2022-07-04,1895103,40,0,False,4.7,0.072,20,47378,33
4,2022-07-04,1048146,20,126259,True,3.6,0.051,23,52407,28
5,2022-07-04,1497784,28,0,False,3.9,0.092,26,53492,37
6,2022-07-04,2649788,47,105398,True,4.1,0.04,24,56378,35
7,2022-07-04,1676533,41,0,False,4.3,0.073,25,40891,37
8,2022-07-04,793820,13,99910,True,4.4,0.101,30,61063,37
1,2022-07-05,1633503,30,0,False,3.5,0.039,26,54450,40
2,2022-07-05,2046031,42,0,False,3.4,0.1,29,48715,42
3,2022-07-05,1581007,27,59850,True,4.8,0.165,39,58556,46
4,2022-07-05,1510187,35,0,False,4.6,0.076,38,43148,41
5,2022-07-05,2195695,49,0,False,4.1,0.074,39,44810,32
6,2022-07-05,2018289,36,72748,True,3.6,0.047,27,56064,40
7,2022-07-05,2172079,48,81625,True,4.7,0.077,33,45252,40
8,2022-07-05,889704,16,131707,True,3.7,0.077,38,55607,45
1,2022-07-06,1975494,44,107364,True,4.7,0.125,21,44898,45
2,2022-07-06,2496172,52,37645,True,4.1,0.121,32,48003,46
3,2022-07-06,2739758,60,79403,True,3.8,0.138,19,45663,27
4,2022-07-06,2317662,50,0,False,4.3,0.155,33,46353,34
5,2022-07-06,2288724,45,81581,True,3.8,0.124,25,50861,47
6,2022-07-06,3474696,74,0,False,4.2,0.032,22,46955,43
7,2022-07-06,3304766,67,35232,True,3.9,0.15,30,49325,34
8,2022-07-06,1888417,38,99127,True,3.6,0.112,39,49695,31
1,2022-07-07,2849409,48,0,False,4.1,0.176,18,59363,37
2,2022-07-07,2397761,41,49080,True,3.6,0.04,21,58482,36
3,2022-07-07,2090984,48,36981,True,3.6,0.038,27,43562,40
4,2022-07-07,1823736,45,0,False,3.5,0.07,28,40527,35
5,2022-07-07,2824642,48,39868,True,4.3,0.125,26,58847,29
6,2022-07-07,2598068,45,0,False,3.8,0.038,33,57735,32
7,2022-07-07,3945996,85,0,False,4.6,0.083,23,46423,44
8,2022-07-07,1674346,32,0,False,4.7,0.07,39,52323,47
1,2022-07-08,3338162,59,141198,True,4.5,0.066,39,56579,44
2,2022-07-08,2383212,45,41585,True,4.2,0.11,32,52960,35
3,2022-07-08,3964901,81,112959,True,4.5,0.158,37,48949,35
4,2022-07-08,2728994,61,142961,True,4.0,0.164,23,44738,42
5,2022-07-08,2183649,38,66053,True,4.6,0.089,27,57464,33
6,2022-07-08,4721332,115,0,False,4.0,0.16,33,41055,46
7,2022-07-08,2865761,63,0,False,3.6,0.1,29,45488,25
8,2022-07-08,2344587,44,66301,True,3.5,0.113,37,53286,36
1,2022-07-09,3440716,70,78819,True,3.5,0.104,30,49153,49
2,2022-07-09,2877127,50,31704,True,4.2,0.136,25,57543,31
3,2022-07-09,3955925,72,63681,True,3.5,0.123,21,54943,36
4,2022-07-09,1800417,43,0,False,3.5,0.152,39,41870,34
5,2022-07-09,2509718,49,0,False,3.7,0.174,30,51219,45
6,2022-07-09,5124292,112,78214,True,3.6,0.098,22,45753,30
7,2022-07-09,4326909,83,0,False,3.6,0.085,30,52131,32
8,2022-07-09,1557758,36,0,False,4.2,0.052,32,43271,31
1,2022-07-10,3144883,59,106038,True,4.4,0.067,34,53303,47
2,2022-07-10,3542475,79,0,False,3.8,0.174,39,44841,31
3,2022-07-10,3675758,67,42777,True,4.4,0.096,24,54862,37
4,2022-07-10,1926195,33,120443,True,3.5,0.084,27,58370,33
5,2022-07-10,2226397,38,145527,True,4.8,0.146,22,58589,33
6,2022-07-10,4408885,75,0,False,4.7,0.074,20,58785,27
7,2022-07-10,3914679,69,0,False,4.2,0.127,21,56734,31
8,2022-07-10,2042756,38,118777,True,4.7,0.039,27,53757,27
1,2022-07-11,2284126,45,63983,True,4.6,0.088,24,50758,37
2,2022-07-11,1811335,34,112865,True,3.7,0.067,28,53275,29
3,2022-07-11,2354778,50,132960,True,4.7,0.09,37,47096,39
4,2022-07-11,1207790,25,91858,True,4.6,0.031,20,48312,47
5,2022-07-11,1363593,30,86537,True,3.9,0.05,31,45453,29
6,2022-07-11,2381499,57,34776,True,4.7,0.173,26,41781,39
7,2022-07-11,3032040,52,0,False,4.3,0.034,24,58308,39
8,2022-07-11,1368996,34,135886,True,4.2,0.038,19,40265,28
1,2022-07-12,2049555,36,0,False,3.5,0.088,25,56932,43
2,2022-07-12,1962273,34,0,False,3.6,0.108,26,57714,27
3,2022-07-12,1544793,29,70334,True,3.6,0.12,20,53269,38
4,2022-07-12,1434964,29,44341,True,4.1,0.151,21,49482,40
5,2022-07-12,2248481,41,122059,True,3.6,0.147,28,54841,37
6,2022-07-12,2124966,48,0,False,3.6,0.142,29,44270,32
7,2022-07-12,1712070,30,109180,True,4.5,0.086,34,57069,37
8,2022-07-12,1528287,34,0,False,3.6,0.09,32,44950,48
1,2022-07-13,3778212,65,74331,True,4.4,0.168,23,58126,30
2,2022-07-13,2652058,55,0,False,3.7,0.061,26,48219,32
3,2022-07-13,3459050,82,0,False,4.1,0.091,38,42184,31
4,2022-07-13,1623806,27,56326,True,4.0,0.068,27,60141,43
5,2022-07-13,1556087,33,84615,True,3.5,0.057,24,47154,27
6,2022-07-13,4067554,98,130146,True,3.5,0.148,18,41506,26
7,2022-07-13,4060639,84,66647,True,3.5,0.111,29,48341,48
8,2022-07-13,1639584,28,81484,True,4.3,0.096,27,58557,30
1,2022-07-14,2951709,52,0,False,4.7,0.091,27,56764,40
2,2022-07-14,2703290,66,0,False,3.9,0.163,32,40959,37
3,2022-07-14,2090940,40,0,False,4.3,0.063,27,52273,45
4,2022-07-14,2101901,44,110911,True,3.8,0.16,25,47770,35
5,2022-07-14,2316220,41,73676,True,4.4,0.15,26,56493,36
6,2022-07-14,2782762,66,0,False,3.9,0.108,28,42163,32
7,2022-07-14,2132355,39,58482,True,4.7,0.112,39,54676,38
8,2022-07-14,1107128,27,97310,True,3.7,0.071,29,41005,38
1,2022-07-15,2783195,49,0,False,3.8,0.137,30,56800,34
2,2022-07-15,1949526,43,35700,True,3.6,0.081,31,45338,44
3,2022-07-15,2139331,42,0,False,3.9,0.089,36,50936,47
4,2022-07-15,2289047,53,98114,True,4.8,0.051,32,43190,26
5,2022-07-15,2738755,53,0,False,3.5,0.103,35,51675,46
6,2022-07-15,5380654,90,0,False,4.3,0.142,31,59785,40
7,2022-07-15,3607476,86,99683,True,4.4,0.071,27,41947,25
8,2022-07-15,2271386,45,143840,True,3.6,0.116,23,50475,39
1,2022-07-16,3070879,64,69771,True,3.8,0.13,22,47982,31
2,2022-07-16,2380023,58,116371,True,4.6,0.148,24,41035,31
3,2022-07-16,4002688,89,75450,True,4.2,0.05,38,44974,35
4,2022-07-16,2149694,45,0,False,4.0,0.032,38,47771,47
5,2022-07-16,1716962,32,69052,True,4.3,0.091,31,53655,30
6,2022-07-16,3023299,56,0,False,3.5,0.144,38,53987,31
7,2022-07-16,3140772,63,0,False,4.2,0.131,27,49854,27
8,2022-07-16,1197363,20,0,False,4.0,0.124,28,59868,26
1,2022-07-17,2869795,66,125787,True,4.6,0.107,30,43482,29
2,2022-07-17,1858122,44,44799,True,4.6,0.053,37,42230,40
3,2022-07-17,4122269,75,42391,True,4.1,0.089,25,54964,26
4,2022-07-17,2861072,66,143694,True,4.7,0.115,37,43350,30
5,2022-07-17,2899623,53,73749,True,3.4,0.092,30,54710,39
6,2022-07-17,5040541,86,0,False,4.2,0.126,26,58611,46
7,2022-07-17,2592588,45,0,False,3.8,0.045,21,57613,49
8,2022-07-17,2217057,53,39583,True,3.5,0.144,22,41831,26
1,2022-07-18,2992727,55,86361,True,3.9,0.094,33,54413,41
2,2022-07-18,1781655,39,77640,True,3.6,0.136,38,45683,46
3,2022-07-18,2752104,56,49248,True,3.9,0.122,33,49145,42
4,2022-07-18,1578337,30,0,False,4.6,0.032,37,52611,29
5,2022-07-18,1671373,28,36312,True,4.7,0.136,33,59692,28
6,2022-07-18,3404610,74,113716,True,3.9,0.045,34,46008,35
7,2022-07-18,2711841,53,0,False,3.8,0.141,39,51167,29
8,2022-07-18,992492,21,0,False,4.1,0.061,20,47262,38
1,2022-07-19,2296165,39,60982,True,4.3,0.112,34,58876,42
2,2022-07-19,2275587,46,110341,True,4.0,0.051,20,49469,41
3,2022-07-19,2104496,36,109860,True,4.1,0.151,28,58458,35
4,2022-07-19,968411,18,0,False,4.7,0.129,28,53801,33
5,2022-07-19,2091668,36,84816,True,4.7,0.035,33,58102,28
6,2022-07-19,2876913,56,0,False,4.3,0.036,38,51373,45
7,2022-07-19,2742024,51,53806,True,3.5,0.089,23,53765,33
8,2022-07-19,1347257,24,0,False,3.6,0.17,36,56136,48
1,2022-07-20,3029916,65,48465,True,4.8,0.127,24,46614,46
2,2022-07-20,2062756,40,0,False,4.0,0.092,36,51569,36
3,2022-07-20,3207256,57,0,False,4.1,0.116,27,56268,48
4,2022-07-20,1969642,48,0,False,3.8,0.05,25,41034,26
5,2022-07-20,2806377,50,107358,True,4.2,0.138,38,56128,29
6,2022-07-20,4427699,80,0,False,4.3,0.157,23,55346,46
7,2022-07-20,3071832,56,0,False,3.5,0.131,34,54854,36
8,2022-07-20,1646763,32,41122,True,4.6,0.137,29,51461,34
1,2022-07-21,2557480,48,128524,True,3.7,0.086,25,53281,45
2,2022-07-21,1545832,25,86308,True,3.5,0.103,30,61833,32
3,2022-07-21,2265420,38,0,False,4.2,0.037,29,59616,36
4,2022-07-21,2198868,39,51856,True,4.7,0.139,36,56381,38
5,2022-07-21,2446558,41,121092,True,4.3,0.143,27,59672,26
6,2022-07-21,4541293,89,87058,True,4.5,0.053,18,51026,39
7,2022-07-21,2115069,36,0,False,4.1,0.032,32,58752,35
8,2022-07-21,1609976,27,149824,True,4.2,0.128,24,59629,36
1,2022-07-22,2341326,58,71037,True,4.3,0.074,27,40368,43
2,2022-07-22,1931418,40,0,False,4.6,0.115,34,48285,47
3,2022-07-22,3112402,59,0,False,4.0,0.075,35,52753,40
4,2022-07-22,1992183,36,34332,True,4.6,0.06,18,55338,25
5,2022-07-22,3082116,75,0,False,3.8,0.031,19,41095,45
6,2022-07-22,3345725,56,82394,True,4.5,0.111,19,59745,42
7,2022-07-22,4145217,82,0,False,4.5,0.048,33,50551,30
8,2022-07-22,1451905,35,0,False,3.5,0.159,23,41483,47
1,2022-07-23,3375908,57,51796,True,4.3,0.108,35,59226,33
2,2022-07-23,2850226,51,0,False,4.4,0.119,30,55887,34
3,2022-07-23,3311945,57,0,False,4.5,0.127,23,58104,28
4,2022-07-23,1584772,28,38906,True,4.7,0.034,30,56599,42
5,2022-07-23,2889767,54,0,False,3.9,0.06,35,53514,25
6,2022-07-23,4205938,79,0,False,3.7,0.143,32,53240,29
7,2022-07-23,3204353,70,87851,True,4.1,0.094,18,45776,31
8,2022-07-23,1271953,22,0,False,4.0,0.148,34,57816,36
1,2022-07-24,4290216,88,0,False,3.4,0.176,23,48752,29
2,2022-07-24,3462786,65,59434,True,3.8,0.103,39,53274,43
3,2022-07-24,3590588,60,118052,True,4.5,0.05,35,59843,46
4,2022-07-24,2124515,41,93130,True,3.8,0.107,20,51817,41
5,2022-07-24,3219626,64,65816,True,3.8,0.094,32,50307,49
6,2022-07-24,2861428,48,54707,True,3.9,0.052,18,59613,48
7,2022-07-24,3001784,56,0,False,4.4,0.121,30,53603,35
8,2022-07-24,1390241,31,81162,True,4.6,0.136,22,44846,36
1,2022-07-25,2645616,54,0,False,4.6,0.076,37,48993,41
2,2022-07-25,1299109,25,109344,True,4.6,0.133,36,51964,26
3,2022-07-25,2131927,51,0,False,4.1,0.084,25,41802,47
4,2022-07-25,1601089,36,147431,True,4.3,0.062,35,44475,44
5,2022-07-25,1489228,30,0,False,4.8,0.032,34,49641,43
6,2022-07-25,3565401,64,86688,True,4.4,0.138,26,55709,37
7,2022-07-25,3308982,77,71705,True,4.4,0.111,30,42974,33
8,2022-07-25,1396288,33,110001,True,4.2,0.165,24,42312,36
1,2022-07-26,1820600,42,53884,True,3.8,0.104,39,43348,46
2,2022-07-26,1948227,40,0,False,3.4,0.118,22,48706,42
3,2022-07-26,2026119,34,113569,True,4.8,0.167,38,59592,43
4,2022-07-26,1404223,23,60322,True,3.4,0.153,25,61053,29
5,2022-07-26,1472719,27,50714,True,4.4,0.155,22,54545,27
6,2022-07-26,3444152,76,0,False,4.0,0.152,25,45318,40
7,2022-07-26,1911226,44,128554,True,4.8,0.054,21,43437,43
8,2022-07-26,1013847,21,135444,True,4.1,0.143,38,48278,40
1,2022-07-27,3644749,67,73362,True,4.7,0.151,24,54399,37
2,2022-07-27,1876450,32,0,False,4.1,0.039,27,58639,26
3,2022-07-27,3261159,64,33528,True,4.3,0.136,18,50956,30
4,2022-07-27,1877231,33,0,False,3.7,0.125,25,56886,47
5,2022-07-27,2515592,42,0,False,4.1,0.116,23,59895,29
6,2022-07-27,4554972,89,66735,True,3.6,0.149,36,51179,34
7,2022-07-27,2775334,55,49336,True,4.0,0.054,19,50461,35
8,2022-07-27,1460032,26,45894,True,4.0,0.043,32,56155,29
1,2022-07-28,3352661,68,92380,True,4.4,0.161,27,49304,42
2,2022-07-28,2677378,60,79552,True,4.3,0.054,36,44623,25
3,2022-07-28,2147925,36,112678,True,4.0,0.07,39,59665,49
4,2022-07-28,1633448,28,61911,True,3.6,0.171,35,58337,45
5,2022-07-28,2244139,45,123775,True,4.3,0.087,21,49870,32
6,2022-07-28,2862652,55,47876,True,4.0,0.161,26,52048,31
7,2022-07-28,2154669,50,0,False,4.7,0.149,39,43093,38
8,2022-07-28,1240757,22,0,False,4.3,0.131,26,56398,25
1,2022-07-29,3515437,62,0,False,4.4,0.077,31,56701,48
